row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
insure4boats-boat-insurance-review__hull-and-machinery-insurer,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Hull and machinery insurer,Travelers Insurance Company Limited (FRN 202549),202549,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__liability-only-insurer,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Liability-only insurer,Certain Underwriters at Lloyd's,,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__mid-term-change-fee,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Mid-term change fee,Up to £45,45,,,GBP,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__no-claims-discount,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,No-claims discount,Up to 25% after five claim-free years,25,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__operated-by,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Operated by,"Ripe Insurance Services Limited, Stockport (company 04507332)",04507332,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__optional-liability-upgrade,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Optional liability upgrade,"£5,000,000 for £40 plus IPT — not offered on jet skis",,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__small-craft-definition,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Small craft definition,27ft and under; anything longer takes the large craft wording,27,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__standard-third-party-liability,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Standard third-party liability,"£3,000,000",3000000,,,GBP,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__third-party-liability,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Third-party liability,"£3,000,000 standard; £5,000,000 for £40 more",,,,,,own_review,2026-08-30,true,high,current,
noble-marine-boat-insurance-review__claims-line,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Claims line,01636 675888,,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__class-association-discount,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Class association discount,"10%, across 49 sponsored classes",,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__company-number,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Company number,"02351642, incorporated 24 February 1989",,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__maximum-boat-value,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Maximum boat value,"£750,000",750000,,,GBP,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__multi-boat-discount,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Multi-boat discount,"12.5%, capped at £150 per policy",,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__no-claims-discount,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,No claims discount,"Up to 25%, protection available",25,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__personal-belongings,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Personal belongings,£350,350,,,GBP,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__premiums-from,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Premiums from,About £40 a year,40,,,GBP,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__race-entry-fees-covered,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Race entry fees covered,Up to £150,150,,,GBP,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__regulated-firm,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Regulated firm,"Noble Insurance Services Ltd, FRN 305884",305884,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__sales-line,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Sales line,01636 707606,,,,,,own_review,2026-09-01,false,high,current,
noble-marine-boat-insurance-review__third-party-liability,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Third-party liability,"£5,000,000 (£3,000,000 on jet skis). Premiums from about £40 a year",,,,,,own_review,2026-09-01,true,high,current,
noble-marine-boat-insurance-review__third-party-liability,Boat Insurance,noble-marine-boat-insurance-review,Noble Marine Boat Insurance Review,https://compare100.com/noble-marine-boat-insurance-review/,,Third party liability,"£5,000,000 (£3,000,000 on jet skis)",,,,,,own_review,2026-09-01,false,high,current,
towergate-boat-insurance-review__administered-by,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Administered by,Geo Underwriting Services Limited (company no. 4070987),4070987,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__cooling-off-period,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Cooling-off period,14 days from receiving the documents,14,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__fca-firm-reference,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,FCA firm reference,"308400, verifiable on the FCA Register",308400,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__legal-expenses,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Legal expenses,"Optional, up to £100,000, via Arc Legal and AmTrust Specialty (FRN 202189)",,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__marine-brand,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Marine brand,"Navigators & General, founded 1921, based in Brighton",1921,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__marine-sales-and-service,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Marine sales and service,01242 531172 for former Towergate policies; 01273 863400 for Navigators & General,,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__maximum-vessel-value,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Maximum vessel value,"£1 million on yacht, motorboat and sailing policies",1,,,GBP,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__personal-accident,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Personal accident,"£25,000 per person, £10,000 under 16, £100,000 in any one period",,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__previous-underwriter,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Previous underwriter,"Zurich, on policies written before 1 December 2024",,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__rescue-and-evacuation,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Rescue and evacuation,"Up to £50,000",50000,,,GBP,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__risk-carried-by,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Risk carried by,"HCC International Insurance Company plc, trading as Tokio Marine HCC (FRN 202655)",202655,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__rya-discount,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,RYA discount,Up to 10%,10,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__third-party-liability,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Third-party liability,£5 million standard; £3 million on inland waterways,,,,,,own_review,2026-08-28,true,high,current,
towergate-boat-insurance-review__third-party-liability,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Third party liability,£5 million standard; £3 million on inland waterways,,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__towergate-marine-transfer,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Towergate marine transfer,1 November 2025,,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__uninsured-vessel-cover,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Uninsured vessel cover,"Up to £50,000 for family and guests",50000,,,GBP,,own_review,2026-08-28,false,high,current,
comfort-breakdown-insurance-review__assistance-provided-by,Breakdown Insurance,comfort-breakdown-insurance-review,Comfort Insurance Motorhome Breakdown Cover Review,https://compare100.com/comfort-breakdown-insurance-review/,,Assistance provided by,ARAG (formerly DAS) with Call Assist Ltd,,,,,,own_review,2026-08-31,false,high,current,
comfort-breakdown-insurance-review__broker-charges,Breakdown Insurance,comfort-breakdown-insurance-review,Comfort Insurance Motorhome Breakdown Cover Review,https://compare100.com/comfort-breakdown-insurance-review/,,Broker charges,"£35 new business or renewal, £35 mid-term change, £45 cancellation",,,,,,own_review,2026-08-31,false,high,current,
comfort-breakdown-insurance-review__callouts-allowed,Breakdown Insurance,comfort-breakdown-insurance-review,Comfort Insurance Motorhome Breakdown Cover Review,https://compare100.com/comfort-breakdown-insurance-review/,,Callouts allowed,Six breakdowns in any 12-month period,12,,,,,own_review,2026-08-31,false,high,current,
comfort-breakdown-insurance-review__cooling-off-period,Breakdown Insurance,comfort-breakdown-insurance-review,Comfort Insurance Motorhome Breakdown Cover Review,https://compare100.com/comfort-breakdown-insurance-review/,,Cooling-off period,14 days,14,,,,,own_review,2026-08-31,false,high,current,
comfort-breakdown-insurance-review__european-claim-limit,Breakdown Insurance,comfort-breakdown-insurance-review,Comfort Insurance Motorhome Breakdown Cover Review,https://compare100.com/comfort-breakdown-insurance-review/,,European claim limit,"£5,000 for any one breakdown",5000,,,GBP,,own_review,2026-08-31,false,high,current,
comfort-breakdown-insurance-review__price-from,Breakdown Insurance,comfort-breakdown-insurance-review,Comfort Insurance Motorhome Breakdown Cover Review,https://compare100.com/comfort-breakdown-insurance-review/,,Price from,"£96 a year, added to a Comfort motorhome or campervan policy",96,,,GBP,,own_review,2026-08-31,false,high,current,
